B02_05_BF,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8679.3,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_BF,POE\DPTagVar\DPTagVar.STB,,316,0,读,,BOOL,%MX3.8679.3,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_BF,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8679.3,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_CST,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,WORD,%MW3.8322,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_CST,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,WORD,%MW3.8322,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_CST,POE\DPTagVar\DPTagVarV.VB,,,,,,WORD,%MW3.8322,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_FAI,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7260,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_FAI,POE\DPTagVar\DPTagVar.STB,,316,0,读,,REAL,%MD3.7260,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_FAI,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%MD3.7260,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_MS,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8679.5,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_MS,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,BOOL,%MX3.8679.5,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_MS,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8679.5,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_Q,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BOOL,%MX3.8679.4,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_Q,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,BOOL,%MX3.8679.4,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_Q,POE\DPTagVar\DPTagVarV.VB,,,,,,BOOL,%MX3.8679.4,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_QTYP,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,BYTE,%MB3.8569,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_05_QTYP,POE\DPTagVar\DPTagVar.STB,,317,0,写,:=,BYTE,%MB3.8569,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
B02_05_QTYP,POE\DPTagVar\DPTagVarV.VB,,,,,,BYTE,%MB3.8569,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_06,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%ID488,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_06,POE\DPTagVar\DPTagVar.STB,,328,0,读,,REAL,%ID488,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_06,POE\DPTagVar\DPTagVarV.VB,,,,,,REAL,%ID488,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,工艺管出口温度（0S3-1S3插座） Outlet temp. of process tube(,
B02_06_AV,C\M014UC\R\M014UC\Global_Variables.VB,,,,,,REAL,%MD3.7316,,VAR_GLOBAL,DEFINITION,M014UC.M014UC,,
B02_06_AV,POE\DPTagVar\DPTagVar.STB,,329,0,写,:=,REAL,%MD3.7316,,VAR_GLOBAL,GLOBAL,M014UC.M014UC,,
