BFAN1_ERR_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,控制柜I风扇故障,
BFAN2_ERR_COM,POE\C01\BK_COM2.GB,IN,306,28,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,控制柜II风扇故障,
BFAN2_ERR_COM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,控制柜II风扇故障,
BHCP_1,POE\C01\C01V.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,1区热管位置,
BHCP_1,POE\C01\YXFX_COM4.GB,IN,316,115,读,,REAL,,,VAR_EXTERNAL,GLOBAL,,1区热管位置,
BHCP_1_COM,POE\C01\C01V.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,Hot Channel Position in Zone 1,
BHCP_1_COM,POE\C01\YXFX_COM4.GB,OUT,330,184,写,,REAL,,,VAR_EXTERNAL,GLOBAL,,Hot Channel Position in Zone 1,
BHCP_2_COM,POE\C01\C01V.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,Hot Channel Position in Zone 2,
BHCP_2_COM,POE\C01\YXFX_COM4.GB,OUT,346,184,写,,REAL,,,VAR_EXTERNAL,GLOBAL,,Hot Channel Position in Zone 2,
BHCP_COM,POE\C01\C01V.VB,,,,,,REAL,,,VAR_EXTERNAL,DEFINITION,,HCP_1读出是2个WORD包括HCP_1和HCP_2,
BHCP_COM,POE\C01\YXFX_COM4.GB,OUT,316,127,写,,REAL,,,VAR_EXTERNAL,GLOBAL,,HCP_1读出是2个WORD包括HCP_1和HCP_2,
BHCP_DW,POE\C01\C01V.VB,,,,,,DWORD,,,VAR_EXTERNAL,DEFINITION,,REAL读成DWORD,
BHCP_DW,POE\C01\YXFX_COM4.GB,IN,346,104,读,,DWORD,,,VAR_EXTERNAL,GLOBAL,,REAL读成DWORD,
BK_AUTO,POE\C01\BK_COM2.GB,OUT,101,282,写,,BOOL,,,VAR_EXTERNAL,GLOBAL,,调节棒棒位在自动调节范围内,
BK_AUTO,POE\C01\BK_COM2.GB,IN,277,268,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,调节棒棒位在自动调节范围内,
BK_AUTO,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,调节棒棒位在自动调节范围内,
BK_AUTO_OK,POE\C01\BK_COM2.GB,OUT,249,300,写,,BOOL,,,VAR_EXTERNAL,GLOBAL,,调节棒投入自动调节条件,
BK_AUTO_OK,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,调节棒投入自动调节条件,
BK_BOTTOM,POE\C01\BK_COM2.GB,OUT,191,56,写,,BOOL,,,VAR_EXTERNAL,GLOBAL,,所有补偿棒和调节棒均处于底部终端位置,
BK_BOTTOM,POE\C01\BK_COM2.GB,IN,137,262,读,,BOOL,,,VAR_EXTERNAL,GLOBAL,,所有补偿棒和调节棒均处于底部终端位置,
BK_BOTTOM,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,所有补偿棒和调节棒均处于底部终端位置,
BK_FORBIT,POE\C01\BK_COM2.GB,OUT,146,320,写,,BOOL,,,VAR_EXTERNAL,GLOBAL,,安全棒提升禁止,
BK_FORBIT,POE\C01\C01V.VB,,,,,,BOOL,,,VAR_EXTERNAL,DEFINITION,,安全棒提升禁止,
